Review,Lecturer,Training_program,Facility,Others
"luyện tập nhóm , làm bài tập nhiều .thầy rất nhiệt tình , truyền đạt tốt .",3,3,0,0
mong thầy có thể hướng dẫn thêm khi làm project .tiến trình dạy chậm !,0,1,0,3
"cô không nên nhắc đi nhắc lại một nội dung quá ba lần  làm cho những bạn hiểu rồi nghe đi nghe lại cảm thấy buồn ngủ , mà chưa chắc những bạn chưa hiểu có nghe hay không .môn học nên cập nhật giáo trình mới liên tục , tài liệu học tập cũ , rất nhiều chỗ sai .",1,1,0,0
em xim cám ơn !phòng thực hành wzjwz53 cần được nâng cấp .,0,0,1,2
"phòng thực hành cần nâng cấp các bộ kit , thực hành chưa hiệu quả .bổ sung nhiều bài tập , hướng dẫn thảo luận tại lớp .",1,0,1,0
"nên bố trí cho phòng jack cắm loa cho lab , để khi thầy phát video , hoặc thí nghiệm xử lý âm thanh ra loa , giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn .thầy chia sẻ nhiều điều trong thực tế .",3,0,1,0
"giáo viên nghỉ dạy liên tục , cuối học kỳ lại tăng học bù , những tiết học bù đó đã ảnh hưởng đến những đồ án , và trễ deadline .wifi các phòng thực hành thường rất yếu .",1,0,1,0
trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .cần ra các bài thực hành sát với thực tế môn học hơn .,1,1,0,0
"cho ít bài tập , không nâng cao được kiến thức .phòng thí nghiệm môn này cần được nâng cấp và mở rộng .",1,0,1,0
các thầy nên cho đề cương ôn sát với phần thi .slide bài giảng nên sử dụng hoàn toàn bằng tiếng anh thay vì sử dụng nửa việt nửa anh như hiện nay để tránh gây khó hiểu cho sinh viên .,1,1,0,0
quá khó thể tiếp thu .giáo trình khó hiểu .,1,1,0,0
"giọng cô êm êm , dễ buồn ngủ .sự cố như sau doubledot đang học thì tất cả số đèn của nửa căn phòng đều tắt .",1,0,1,0
môn học cần đưa nhiều hơn bài tập để sinh viên có thể nắm bắt các cách xử lý cũng như các cách thực hiện cho một bài giảng .giảng viên nhiệt tình và có trách nhiệm .,3,1,0,0
"thầy giảng dạy nhiệt tình , chu đáo !chưa khai thác tốt hệ thống website môn học trong hỗ trợ sinh viên .",3,0,1,0
"giảng viên tận tâm , giúp đỡ sinh viên trong quá trình học .kiến thức thì được dồn lại , thời gian ở nhà thì đâu phải chỉ có để học anh văn và có những thắc mắc thì hỏi ai bây giờ .",3,0,0,1
"nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên .",1,1,0,0
có những chuyến tham quan bổ ích và thực tiễn .giảng viên có kiến thức sâu rộng .,3,3,0,0
"cô giảng dạy rất nhiệt tình và dễ hiểu .ít dự án , bài tập liên quan đến thực tế .",3,1,0,0
ít bài tập nâng cao .cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,3,1,0,0
phần thực hành không liên quan tới lý thuyết .giáo viên không hướng dẫn sử dụng các tài liệu có hiệu quả và không hướng dẫn làm bài tập mà chỉ sửa bài tập .,1,1,0,0
thầy nhiệt tình và rất gần gũi với tụi em .lớp học cần đảm bảo số sinh viên vừa đủ .,3,0,0,2
giọng thầy rất khó nghe .riêng trang thiết bị quá kém .,1,0,1,0
"thầy dạy rất nhiệt tình , cập nhật thường xuyên những công nghệ mới trong giảng dạy .môn học hay và bổ ích , giảng viên nhiệt tình .",3,3,0,0
"nên tăng tiết thực hành .giảng viên nhiệt tình , tâm huyết với sinh viên .",3,1,0,0
"nhiệt tình , dễ chịu .nên giảm thời lượng môn học còn 7 tuần và tăng thời gian mỗi buổi học lên 4 tiết .",3,1,0,0
"thay hình thức thi giữa kỳ tự luận bằng thi trắc nghiệm , mở lớp đăng ký thực hành sớm để sinh viên không bị đăng ký trùng lịch .hình như thầy không dùng moodle .",2,1,0,0
"có nhiều thời gian bị chết trong lúc học .thang điểm đưa ra đầu khóa học không rõ ràng , nhất quán so với thang điểm cuối khóa .",1,1,0,0
"cần cho biết rõ hơn nữa về cách thức vận dụng vào trong từng bài tập .thầy dạy nhiệt tình , truyền cảm hứng cho sinh viên .",1,1,0,0
nhiều lúc nhìn thầy hơi dữ t_t .tài liệu hỗ trợ toàn tiếng anh rất khó học .,1,1,0,0
"tất cả đều mới mẻ nhưng phải làm trong một thời gian ngắn vào cuối kỳ , trong khi đó sinh viên còn phải học rất nhiều thứ khác .thầy dạy rất vui tính , thực hành thầy nên dạy nhiều kiến thức hơn nữa !",3,1,0,0
"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay .thường xuyên kiểm tra kiến thức sinh viên , đảm bảo được chất lượng kiến thức môn học .",3,0,1,0
giáo viên nhiệt tình vui tính .thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,3,2,0,0
"giảng viên tận tâm , nhiệt tình , cho bài tập rèn luyện nhiều , có kiểm tra trong quá trình học giúp sinh viên nắm bài hiệu quả hơn .có tài liệu rõ ràng .",3,3,0,0
"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất .thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .",1,1,0,0
"cô dễ thương gần gũi với học sinh , truyền đạt kiến thức tốt , dạy dễ tiếp thu .theo ý kiến của em doubledot nếu như đầu ra tốt nghiệp là bằng cấp theo các chương trình ngoại ngữ bằng cấp toeic hay ielts thì em nghĩ là nên để phần đó cho các bạn sinh viên tự lo vì học av1 , av2 , av3 rồi lại phải học thêm mấy cái toeic với ielts thì mất một khoảng thời gian .",3,0,0,2
"phương pháp dạy cần cải thiện .đề nghị trường xem xét lại nội dung đề thi cho phù hợp với thời lượng , bài nghe không rõ ràng gây nhiều khó khăn cho sinh viên .",1,1,0,0
giáo trình chưa đầy đủ .cần nói rõ hơn bằng cách trình bày lên bảng thay vì nhìn vào slide .,1,1,0,0
cô dạy vui .đề thi môn dài sinh viên làm không đủ thời gian .,3,1,0,0
"đan xen những câu chuyện thực tiễn trong lúc học .hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao .",3,0,1,0
theo quan điểm của em về các môn học chuyên ngành của sinh viên thì nhà trường không nên bắt buộc sinh viên phải thi học kỳ để lấy điểm số .phòng thực hành có nhiều máy không sử dụng được .,0,1,1,0
"không thấy giảng viên trên lớp .sinh viên đã chọn ngành , chuyên ngành rồi mới học giới thiệu ngành .",1,1,0,0
thầy dạy tích cực .nên thông nhất nội dung từ đầu năm học .,3,1,0,0
giảng viên dạy hơi nhanh .ít bài tập .,1,1,0,0
nội dung không đầy đủ .không nhiệt tình giảng bài .,1,1,0,0
tập trung làm nổi bật ý nghĩa và mục tiêu môn học .tại do tuần thi .,3,0,0,2
"trong lớp thầy luôn tác động để lớp tự giác phát biểu nêu ý kiến .phần thực hành , chúng em không được hướng dẫn đủ .",3,1,0,0
"cách dạy rất buồn ngủ , không tạo được hung thú cho sinh viên .lý do doubledot tới ngày thi ngồi ngay 2 máy hư .",1,0,1,0
kỹ năng đọc của em còn chưa thể hiện được .thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,1,0,0,1
giảng viên giảng bài khó hiểu nên sinh viên tự học là chính .em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,1,0,0,3
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .nên thực hành nhiều hơn lý thuyết , đảm bảo chất lượng sinh viên sẽ tốt .",3,1,0,0
"kiến thức này liệu có chắc là cơ bản và được cập nhật phù hợp với dân it hiện nay chưa .giảng dạy tận tình , giải đáp thắc mắc thường xuyên .",3,1,0,0
"môn cơ chế mã độc là môn rất hay , rất cần thiết .các thiết bị âm thanh cần được đảm bảo hơn .",3,0,1,0
"giảng viên tận tâm , nhiệt tình , kiến thức và khả năng truyền đạt của giảng viên rất tốt .không hiệu quả .",3,0,0,1
"chưa nêu bật được ứng dụng thực tiễn của môn học .thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .",1,1,0,0
cô dạy quá hay rồi .không co ý kiến .,3,0,0,2
"chấm bài theo hệ thống hay báo lỗi , không được sáng tạo theo lối nghĩ riêng .slide cần cụ thể , rõ ràng , dễ hiểu hơn .",0,1,1,0
"giảng viên dạy tích cực .phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .",1,0,1,0
"thầy dạy nhiệt tình , dễ hiểu , tận tình , làm nhiều bai tập vận dụng .tiếp cận được phương pháp học tiếng anh hoàn toàn mới so với lúc còn học cấp 2 , 3 .",3,3,0,0
"tận tâm , truyền đạt dễ hiểu .môn học khá khó không phù hợp .",3,1,0,0
"sinh viên thực hiện làm bài tập theo nhóm .hướng dẫn tận tình , cho ví dụ minh họa hay .",3,0,0,2
giảng viên không nhiệt tình giải đáp thắc mắc .bài tập còn hơi ít .,1,1,0,0
"thiếu thông tin , tài liệu về môn học .thiết bị để làm còn ít .",0,1,1,0
"cô xinh , dạy có tâm , thương học sinh .đề nghị trường có biện pháp nâng cấp phòng học vì phòng quá dơ , quá bụi , máy chiếu thì có phòng rất tốt nhưng cũng có phòng quá tệ .",3,0,1,0
"tận tâm , nhiệt tình , vui tính , dễ gần với sinh viên .em rất hài lòng về giờ thực hành này .",3,3,0,0
cần thầy cho thêm nhiều bài tập kết hợp hướng dẫn để sinh viên tham khảo .cải tiến giáo trình .,1,1,0,0
"thầy dạy nhiệt tình , nhiều bài tập , dễ hiểu .phòng học có số lượng sinh viên quá đông .",3,0,0,1
"giảng viên rất tận tâm , nỗ lực trong việc giảng dạy .nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .",3,0,0,1
"tổ chức các trò chơi để vận dụng các kiến thức vừa học .nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .",3,0,0,3
phương pháp dạy tốt .máy chiếu của phòng học wzjwz141 khó nhìn quá .,3,0,1,0
kiểm tra với mức độ vừa phải với yêu cầu của môn học !thầy dạy tận tâm .,3,3,0,0
thầy có khiếu hài hước rất cao và truyền đạt dễ hiểu .tất cả các hoạt động .,3,0,0,2
giảng viên tận tâm với sinh viên .cần thêm code demo hướng dẫn phương pháp .,3,1,0,0
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới .,1,1,0,0
"nhiều sinh viên đi trễ .giáo viên tâm huyết , nhiệt tình .",3,0,0,1
một số bài tập đưa ra trên lớp và đợi sinh viên giải xong mới giải .thường thì đồ án và bài tập cuối kỳ rất nhiều .,2,1,0,0
"cô dạy hay , dễ hiểu , thân thiện với lớp .nhưng em chỉ không hài lòng về chương trình học theo outcome thôi ạ .",3,1,0,0
"giảng cần nhiệt tình hơn .bài tập về nhà quá nhiều , làm cho sinh viên không có nhiều thời gian để làm đồ án và học môn khác .",1,1,0,0
tận tâm nhiệt huyết .môn học trang bị kiến thức tổng quát về các ngành học .,3,3,0,0
"cô rất nhiệt tình trong hoạt động giảng dạy .bổ xung trang thiết bị thực hành thực tiễn cho môn này , không chỉ đơn thuần là thực hành trên máy tính không .",3,0,1,0
thời gian nộp bài tại lớp hơi ngắn .giảng viên nhiệt tình dạy giỏi tận tụy giúp sinh viên trong quá trình giảng dạy .,3,1,0,0
"em xin cảm ơn những buổi học quý báu của thầy .rất tốt , không có ý kiến .",3,0,0,3
"tất cả lựa chọn của em dành cho thầy ở mức 4 , rất tốt , rất hoàn hảo .cách mà thầy hướng cho sinh viên tiếp cận kiến thức , tính chuyên nghiệp trong việc đưa ra những ví dụ thực tiễn phản ánh tốt kiến thức lý thuyết , hướng dẫn cho sinh viên cách tiếp cận với tài liệu tiếng anh .",3,3,0,0
giảng viên ôn đúng trọng tâm .đề thi thực hành và lý thuyết nên được trưởng khoa xem qua trước khi cho sinh viên thi để tránh trường hợp vào thi thực hành giáo viên phải sửa lại đề .,3,1,0,0
"cần thêm nhiều tài liệu cho môn học .giảng viên nhiệt tình , quan tâm , dạy tốt .",0,3,1,0
"trên lớp cô dạy kỹ lưỡng , giảng bài dễ hiểu .bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .",3,1,0,0
"giáo viên vui tính , tốt bụng .cần cải thiện hệ thống âm thanh vì đôi lúc gặp trục trặc và không rõ .",3,0,1,0
"thầy dạy dễ hiểu , vui tính , nhiệt tình , gần gũi với học sinh .chưa được tham gia chiến dịch thực tế và tham quan công ty .",3,1,0,0
"kiến thức giảng viên chưa sâu , chưa dạy đúng trọng tâm , có những phần rất cơ bản nhưng giảng viên chưa nắm vững .em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ .",1,1,0,0
thường xuyên nghỉ không thông báo trước và đi trễ .bài tập thực hành có nhiều câu quá khó .,1,1,0,0
thầy nhiệt tình .hiểu được các kiến thức quan trọng của môn học .,3,3,0,0
"giảng viên nhiệt tình , năng động , giảng bài dễ hiểu .em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .",3,1,0,0
"âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" .",0,0,1,1
"giảng viên nhiệt tình , giảng dạy kiến thức thực tiễn .thực hành và lý thuyết nên dạy song song .",3,1,0,0
thầy nghiêm túc và lên lớp đây đủ xong chưa tạo được hứng thú khi học .phòng lab khoa wzjwz143 quá nóng .,1,0,1,0
có mấy lần gửi mail mà không thấy thầy trả lời .tụi em cũng là người đóng học phí mà .,1,0,0,1
"dạy hay , dễ hiểu , nghiêm khắc , luôn tận tình với sinh viên .cần tăng thêm nhiều tiết thực hành .",3,1,0,0
"kiến thức dễ hiểu , tiết học vui .cần cung cấp thêm trang thiết bị phục vụ nhu cầu môn học  .",3,1,0,0
"vừa đọc slide vừa giảng , dễ gây buồn ngủ và hơi khó hiểu .đề nghị tăng thời gian thưc hành .",3,1,0,0
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .không chỉ phần mềm .",3,0,0,1
"giảng dạy dễ hiểu và có tâm .trong bài thực hành thì có hướng dẫn làm , đọc cũng có thể làm được .",3,2,0,0
"tài liệu hỗ trợ toàn tiếng anh rất khó học  .thầy biết rõ sự chênh lệch về trình độ giữa khóa 9 và khóa 10 trong lớp nên đưa ra cách đánh giá hợp lý , thầy nói rõ điểm mạnh và điểm yếu của nhóm sau mỗi lần báo cáo .",3,1,0,0
"tạo bầu không khí thoải mái cho sinh viên .nên cắt giảm bớt chương trình học môn lý a2 vì theo em thấy có một số phần không áp dụng vào trong thực tế ngày nay của it , chỉ có một số phần là có áp dụng vì thế nên giảm thiểu chương trình học .",3,1,0,0
"tài liệu đôi lúc không đi sâu vào vấn đề dạy .thầy tận tâm , nhiệt tình , công bằng .",3,1,0,0
"slide còn khó hiểu .sử dụng hình thức điểm danh không cần thiết , trong khi các lớp khác đều rất tự do , không có hình thức điểm danh .",1,1,0,0
"bài tập rất hay. thầy dạy rất tốt , em cảm thấy dễ hiểu .",3,3,0,0
nội dung giảng dạy khá tốt .thời gian tăng từ 4 tiết lên đến 5 tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học .,3,1,0,0
quá cứng nhắc trong quá trình cho điểm .sáng tạo .,1,0,0,3
dạy hơi chán nhưng chắc tại môn giới thiệu ngành nó không có nhiều điều để nói lắm .không thể hài lòng .,3,0,0,1
thầy luôn đến lớp đúng giờ và giảng dạy nhiệt tình .sự vui vẻ .,3,0,0,3
"cô dạy rất tận tâm .em cảm thấy trên lớp học cô chỉ chú trọng vô listening là chính mà bỏ qua các phần khác , grammar chỉ dạy được có một bài , không có hoạt động speaking .",3,1,0,0
rất mong được thầy dạy tiếp trong các học kỳ sau .nên thêm giờ học thực hành trên lớp nếu có thể .,3,1,0,0
không có file hướng dẫn giải bài tập ( chỉ có hướng dẫn giải các bài cơ bản trên lớp ) .thầy không giải chi tiết nhiều về phần bài tập .,1,1,0,0
"thầy nóng tính và tự tôn cao quá .cho thêm bài tập về nhà , tốc độ giảng giải của thầy cần chậm hơn .",1,1,0,0
mail không trả lời .các thành viên dễ gán kết hơn và có trách nhiệm hơn .,1,0,0,2
"sẵn sàng giải đáp tận tình mọi thắc mắc của sinh viên khi được hỏi .sách giáo khoa wrede dan murray không dễ học , còn nhiều sai sót và các trình bày khó hiểu .",3,1,0,0
"giảng viên vui vẻ , nhiệt tình , thân thiện với sinh viên .làm đồ án còn phải thi cuối kỳ lý thuyết , sinh viên có nhiều đồ án trên một kỳ , còn phải thi lý thuyết cuối kỳ .",3,1,0,0
làm nhiều bài kiểm tra quá .vui vẻ hòa đồng nhiệt tình chỉ bao nhiêu đối với một giáo viên là đủ .,3,1,0,0
"cô cho tài liệu học tập là một trang web , lên đó tự học và làm đồ án .nên cho thêm bài tập vào giáo trình .",2,0,2,0
ở giảng đường lâu lâu cúp điện rất nóng .thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,3,0,1,0
"cô tận tâm , nhiệt tình với sinh viên , truyền đạt kiến thức dễ hiểu .cần thực hành nhiều lên .",3,1,0,0
"cô rất nhiệt tình , giảng cụ thể .thực hành quá khó hầu như chưa sinh viên nào có kinh nghiệm lại đi cho một dự án rồi tự sinh viên làm thử hỏi sao sinh viên có thể làm được .",3,1,0,0
"giảng dạy ngắn gọn dễ hiểu , đi thẳng vào trọng tâm .kiến thức đơn giản .",3,2,0,0
"đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .cô dạy hay , thích lên lớp cô dạy .",3,0,0,1
cần có nhiều buổi thực hành trên thiết bị thật hoặc giảng viên nên đem thiết bị thật làm vài bày mẫu trên lớp .học kỳ 2 cần học riêng theo từng lớp để có được kết quả học tập tốt nhất .,0,1,1,0
"thầy ra nhiều bài tập , sửa chữa lỗi , dạy dễ hiểu .
cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .
",3,0,1,0
có đưa ra ví dụ cụ thể .có nhiều bài tập giúp sinh viên thực hành nhiều từ đó nắm được kiến thức môn học .,3,3,0,0
học đúng giờ nhưng thầy cho ra về thì sớm hơn quy định .tất cả đều tốt .,2,0,0,3
tuy vậy thầy up slide rất chậm .đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .,1,0,1,0
cần thêm nhiều kit để thực hành . .chất lượng đào tạo rất tốt .,0,3,1,0
phòng thực hành còn chưa đảm bảo đủ số lượng học sinh của lớp học thực hành .bài thực hành khó và nhiều !,0,1,1,0
thầy đến rất đúng giờ .nên phát hành giáo trình chuẩn cho môn học .,3,1,0,0
"tận tâm , vui tính trong giờ giảng dạy giúp giải tỏa căng thẳng .thêm phòng thiết bị để thực hành  .",3,0,1,0
"giảng viên có giọng nói tốt , truyền đạt dễ hiểu .tài liệu tiếng anh nên gây một chút khó khăn cho sinh viên .",3,1,0,0
"cô dạy hay nhiệt tình .hỗ trợ thêm thiết bị cho việc giảng dạy môn anh văn , nếu có điều kiện có thể cho sinh viên học kỹ năng nghe anh văn trong phòng máy với trang thiết bị như tai nghe .",3,0,1,0
"giảng viên nên cho thêm bài tập và hướng dẫn giải .có ba buổi học , chỉ những người tham gia buổi đầu mới biết các buổi tiếp theo .",1,2,0,0
"cô giảng rất nhiệt tình ạ , em rất thích phong cách làm việc của cô !kiểm tra bằng web .",3,0,0,2
"bài giảng từng phần có bài tập , ví dụ cụ thể dễ hiểu , để nắm được kiến thức .giảng viên giảng dạy nhiệt tình .",3,3,0,0
thầy không hỗ trợ sinh viên nhiều trong quá trình thực hành .môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,1,1,0,0
"ngoài kiến thức trong sách , thầy còn chia sẻ những kinh nghiệm cho sinh viên về công việc , về lĩnh vực học tập .phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .
 ",3,0,1,0
"phòng thực hành wzjwz34 có máy lạnh hư , dẫn tới trong phòng đôi khi rất nóng , phòng có trang bị bảng sử dụng bút lông nhưng bút lông luôn hết mực khi giảng viên cần sử dụng gây khó khăn trong việc hướng dẫn của giảng viên .nên ra đề xác thực hơn .",0,1,1,0
"môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết .giảng viên giảng dễ hiệu , tận tình .",3,1,0,0
"năng nổ , nhiệt tình .mọi thứ đều tốt .",3,0,0,3
nên cân bằng hai bên .thầy phát âm không tốt .,1,0,0,2
"giảng kỹ , hay .có đề cương cơ bản chung .",3,2,0,0
cần thêm bài tập và rèn luyện kỹ năng giao tiếp .thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .,3,1,0,0
"cô dạy khô khan , nội dung nhiều phần thiếu sót nội dung , thiếu công thức .phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần .",1,1,0,0
giảng viên hay đi công tác .bài học sinh động và tạo cơ hội cho học viên năng động và giao tiếp nhiều .,2,2,0,0
"giáo viên truyền đạt kém , khó hiểu .có một số buổi nghỉ .",1,2,0,0
"giảng viên dạy dễ hiểu , vui tính .không nên tổ chức thực hành hình thức 2  .",3,1,0,0
"chỉ bảo tận tình .giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường .",3,1,0,0
"thực sự thầy dạy rất tốt nên em không cần gì thêm .điều chỉnh chất lượng doubledot với chương trình học tập hiên nay , sinh viên thương lắm vững kiến thức khi gần đến cuối kỳ gây khó cho sinh viên làm đồ án thời gian hạn hẹp .",3,1,0,0
giảng viên dạy sáo rỗng .tài liệu chưa sâu về nội dung .,3,1,0,0
"giảng viên trình bày dễ hiểu , theo sát bài học .nên cung cấp thêm tài liệu và bài tập cho sinh viên .",3,1,0,0
"thầy ít hướng dẫn các bài tập , cách vận dụng kiến thức cần thiết vào bài tập thực tế .giáo trình cũ .",1,1,0,0
giảng viên nhiệt tình trong giảng dạy và chấm điểm .chất lượng cơ bản đảm bảo nhưng cần phù với các đối tượng sinh viên hơn .,3,2,0,0
máy tính trường nên nâng cấp .kiến thức chuyên môn và nội dung dạy .,3,0,1,0
"cơ sở vật chất của trường nên được đầu tư làm mới và hiện đại hơn .cô dạy rất nhiệt tình và dễ hiểu , rất chu đáo , ân cần và quan tâm tới sinh viên .",3,0,1,0
"các hoạt động trong tiết học đa dạng , không gò bó , cứng nhắc gây nhàm chán mà giúp cho sinh viên cảm thấy thoải mái và sáng tạo trong học tập .đúng chất "" anh "" thầy .",3,3,0,0
bắt đầu giờ học đúng giờ .không hiểu bài giảng .,1,0,0,3
"nhưng một số phần trong môn học em thấy thiếu thực tế ạ .giờ lên lớp thời gian đầu là dành cho seminar , 30 - 45 phút còn lại sau khi seminar giảng viên lại cho làm bài tập thực hành , sinh viên tự làm , giảng viên không hướng dẫn gì thêm và làm việc riêng .",1,1,0,0
"giảng rất nhiệt tình .môn học 2 cái đồ án , đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu .",3,1,0,0
hướng dẫn làm bài tập thực hành cụ thể .hiện giờ em chưa có cách học đúng đắng .,3,0,0,1
"thầy vui tính và có khả năng truyền đạt tốt .đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn  .",3,1,0,0
"đồ án cuối kỳ thì chấm chéo về "" source code "" giữa các nhóm trong khi tên môn học là "" quản lý dự án công nghệ thông tin "" .phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ .",0,1,1,0
ít dạy bài tập .sinh viên dễ cảm thấy chán và ớn .,1,1,0,0
giảng bài kỹ .rất hài lòng !,3,0,0,3
"thầy ôn không đúng , bám sát với đề thi cuối kỳ .thân ái !",1,0,0,2
"giảng viên có kiến thức rộng và giảng dạy nhiệt tình .cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới  .",3,0,1,0
ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .dạy với slide tiếng anh .,2,0,0,1
giảng viên truyền đạt kiến thức sát với thực tiễn giúp dễ hiểu .phòng lab chưa được cải thiện .,3,0,1,0
dạy nhiệt tình giúp đỡ sinh viên nhiệt tình trong giờ học và chỉ bài tận tình .tài liệu ít được cập nhật .,3,1,0,0
kết thúc tiết học quá trễ .cần post thêm nhiều bài tập liên quan đến nội dung môn học trên web để sinh viên thuận tiện down về và làm .,1,0,0,1
có nội dung học rõ ràng hơn .sinh viên hiểu thầy mới cho về .,3,1,0,2
giảng viên khả năng truyền đạt tốt .thời gian deadline cho bài tập nên là cuối ngày của buổi dạy tiếp theo hiện nay là 11h55 trước ngày học vì có thể cần lên lớp để trao đổi những vấn đề phát sinh trong lúc làm bài tập để sửa đổi .,3,2,0,0
"giáo viên luôn tận tâm , nhiệt tình và có sự tương tác cao với sinh viên .nên đưa ra các ứng dụng thực tiễn của môn học .",3,1,0,0
"cần có sách học hay , chi tiết , hiệu quả .thầy rất dễ chịu , giới thiệu về thực tế bên ngoài nhiều !",3,1,0,0
"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .tài liệu cho kết quả nhưng có cái đúng cái sai làm hoang mang cho việc tự học tại nhà .",0,1,1,0
"thân .thầy rất chịu khó chép bảng , giúp đỡ nhiệt tình .",3,0,0,2
cô tổ chức nhiều hoạt động để hiểu bài . slide rõ ràng .,3,1,0,0
"nội dung môn học còn khô , cứng . dạy tận tình và sử dụng nhiều bài tập demo giúp sinh viên hiểu rỏ hơn về bài học .",3,1,0,0
thầy nên hướng dẫn thực hành trong giờ học thực hành .em thấy nên tăng thêm nhiều bài tập kèm theo ôn lại khái quát lý thuyết rồi mới vào thực hành những phần lý thuyết đã học .,1,1,0,0
"giảng viên dạy dễ hiểu , tận tình , đảm bảo giờ lên lớp , cung cấp đầy đủ kiến thức cần có cho sinh viên .việc lên lớp và không lên lớp không có khác biệt .",3,0,0,2
"giảng viên cần có những nhấn mạnh trong bài học .nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn .",1,0,1,0
"thời gian được sử dụng tốt , hoạt động liên tục , giảng viên đến đúng giờ .lớp học của cô wzjwz25 có đặc điểm là trình độ tiếng anh quá chênh lệch giữa cách sinh viên trong cùng một lớp .",3,0,0,1
"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .không thông báo những bữa dạy bù và nghỉ lên daa và moodle .",1,0,0,3
điều mà em không hài lòng nhất đó là giảng viên giảng bài còn khó hiểu .thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ.,1,1,0,0
giảng viên rất hay nghỉ giờ mà không có thông báo trước cho sinh viên .mọi thứ .,1,0,0,2
