Review,Lecturer,Training_program,Facility,Others
"giảng viên theo sát chuyên cần lớp , giảng dễ hiểu .máy chiếu còn chưa tốt .cuối kỳ 100% là bài tập , mà cơ bản thì mình không thấy thầy đứng lên trong lúc dạy lần nào , chỉ ngồi yên đó đọc slide thôi , slide tiếng anh , chỗ dịch tiếng việt , chỗ thì không dịch , cũng khó học , nên chỉ lên mạng học thôi .tôi rất thích .",3,1,1,3
"phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành .cô cho photo bài tập quá nhiều , sách toeic cũng sửa không hết nhưng lần nào cũng bắt đi photo tài liệu khác .nên tăng cường luyện nói trên lớp , hướng dẫn cách nói nhanh lưu loát .giúp sinh viên nâng cao được khả năng lập trình .",3,1,1,3
"quá nhiều kiến thức cần nắm nhưng thời gian có hạn .năng cấp phòng máy .cần có đề cương rõ ràng cho sinh viên nắm bắt .trang bị máy tốt hơn , máy chạy chậm ảnh hưởng việc học .",1,1,1,3
nên tập trung vào chuyên môn trong mỗi buổi dạy .thầy hay giảng kiến thức cao siêu quá nên gần như em không hiểu bài mặc dù thầy rất tận tình colonsadcolon .em rất hài lòng .giảng viên dạy tận tình hiệu quả .,1,1,1,3
"tận tình trong giảng dạy .tuy nhiên môn học khá khó nên lớp hiểu không hết kiến thức trong bài học được .có 3 vấn đề tôi không hài lòng và rất là bức xúc về giảng viên .cần trang bị máy bàn cấu hình cao hơn , vì chạy chương trình không nổi .",1,1,1,3
"em nghĩ thầy nên cho sinh viên phân tích nhiều bài toán hơn .máy chiếu của phòng học wzjwz141 khó nhìn quá .phòng lab chán lắm , hư hỏng hết cả .dễ gây nhàm chán .",1,1,1,1
các thầy nên cho đề cương ôn sát với phần thi .môi trường không đảm bảo an toàn cho sức khỏe .đề thi sát với môn học .không thực hành được buổi nào .,1,3,1,1
"nhiệt tình , vui tính , thân thiện .giải bài tập giúp hiểu hơn về bài học .cô vui vẻ .chỉ thông báo trên lớp sẽ khó tránh sai sót .",3,2,3,1
giảng viên cần trao đổi thêm với sinh viên thông qua website môn học .thực hành đa số sinh viên không hiểu .giọng nói .đặc biệt là micro và máy chiếu còn trục trặc nhiều .,3,1,1,2
"danh sách lớp phân bổ không đều , số sinh viên nhiều hơn số máy trong phòng lab .truyền đạt chưa tốt .ic được cấp thường hư một phần .thích ngủ thì ngủ , ngoài ra chả có gì hài lòng .",3,1,1,1
"không có nhiều tài liệu môn học được cung cấp cho sinh viên ngoài slide bài giảng của giảng viên .mong muốn của em đó là làm thế nào để bài giảng của giảng viên vừa đào sâu kiến thức lý thuyết vừa đi vào thực tế luôn .bị áp lực .cải thiện màn hình slide , khó nhìn .",1,1,1,1
"đồ án cho sinh viên làm rất mơ hồ , đa số không thể hiểu được giáo viên đang yêu cầu làm gì .một số nội dung giảng viên lướt qua khá nhanh .cải thiện lại cơ sở vật chất máy chiếu trong phòng học .cần nhiều hoạt động ngoại khóa .",1,1,1,1
"môn này là môn học mới vì vậy cô chưa có đủ kiến thức để truyền tải , hỗ trợ tốt tới sinh viên .thân thiện vui tính .phòng wzjwz98 dãy nhà wzjwz99 buổi chiều quá nóng và nắng !giảng kỹ .",3,1,1,2
"giúp đỡ tận tình !cái cần đi sâu phân tích nhưng do thời gian và lịch đưa ra nên đành bỏ qua dạy cái mới để kịp chương trình .theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên .nên giảng dạy nhiều hơn , thầy viết bảng nhiều gây sự nhàm chán cho sinh viên , vì thiếu tương tác giữa giảng viên và sinh viên !",3,1,1,2
"giáo viên nhiệt tình , tâm huyết , vui tính .update các bài học mới , bổ ích .mong ý kiến của em sẽ được xem xét .thấy giảng dạy nói môn này muốn học thì phải có phòng thí nghiệm .",3,3,2,1
"tận tâm , tài liệu học đầy đủ .có nhiều bài tập hay , rèn luyện kỹ năng tốt .nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .phương pháp dạy học .",3,3,1,1
"dành quá nhiều thời gian trên lớp để chép bài lên bảng .tốt ạ .cần có các tiết thực hành với trang thiết bị hiện đại .không cập nhật tin tức trên moodle , không mở diễn đàn trao đổi .",1,1,1,3
"vui vẻ giảng dạy nhiệt tình .nên chia ra 2 buổi học 1 là lý thuyết 2 là thực hành .máy chiếu phòng học quà mờ , đề nghị nên thay đổi .mức độ quan tâm học sinh rất cao .",3,1,1,3
"lớp học rộng rãi , giãng viên dạy nhiệt tình .lại vui tính .nhiệt tình vui tinh thân thiện .để dễ dàng vận dụng kiến thức trên lớp .",3,1,3,1
"thưa , thầy dạy rất dễ hiểu và tốc độ vừa phải .bài tập về nhà khó .thân .cô dạy thực sự rất buồn ngủ .",3,1,1,2
cô rất vui tính .có bài soạn cho sinh viên xem trước .cần trang bị thiết bị thực hành hiện đại hơn .cảm thấy rất may mắn khi được học thầy .,3,3,1,3
"thầy trẻ , hiền , dạy dễ hiểu .deadline các bài tập thực hành không cố định .không co ý kiến .cơ sở vật chất , phỏng máy không đủ phích cắm cho dụng cụ thực hành và số lượng sinh viên , máy còn tiềm ẩn nhiều virus .",3,1,1,3
"không có tính thực tiễn .cách dạy của thầy chưa hiệu quả , nhiều lúc còn nâng đỡ một số sinh viên .cách giảng của cô rất hay .cần sắp xếp phòng học cho hợp lý hơn , kèm theo các thiết bị , công cụ chiếu .",1,1,1,1
"nhiệt tình , phong cách dạy dễ hiểu .lỗi không phải là của giảng viên hay bọn em nhưng em nghĩ trước khi đưa ra lịch học thì nên làm khảo sát buổi học có nhiều sinh viên đi học nhất thì hãy dạy .phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo .điều này thật sự kích thích và dễ hiểu bài .",3,1,1,3
"giảng viên có tăng cường giải đề các năm .không có đủ ổ cắm điện sử dụng .nên cung cấp cho sinh viên nhiều kiến thức thực tế qua các bài tập và thực hành .phóng tầm nhìn đi xa hơn , những khó khăn , những kiến thức cần phải học để thành công trên đường đời .",3,1,1,3
"thầy tận tâm giải bài và giảng bài .nhóm trưởng không làm thì đồ án bỏ không .vâng không có ý kiến gì thêm .thiết bị phòng học z còn nhiều trục trặc , đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc .",3,1,1,2
"thầy hướng dẫn rất tận tình .nhờ vậy trình của sinh viên lên rất nhiều sau mỗi buổi thực hành và làm bài tập .thực hành là hình thức giúp sinh viên học tập chủ yếu , cần có sự hướng dẫn cụ thể cho sinh viên .thi cuối kỳ đến và chúng em chưa học được hết môn mạng , không có buổi ôn tập , không có đề cương .",3,3,1,3
"nhiều hoạt động bổ ích , trình độ cao , phát âm chuẩn , tốt .bài tập giáo viên dạy khá thú vị .hỗ trợ thêm giáo trình không phải slide cho sinh viên .làm bài tập .",1,3,1,2
"cô giảng bài cụ thể , áp dụng vào thực tế rõ ràng .giúp đỡ học sinh các bài khó .nâng cấp quạt trần và máy chiếu của phòng học !dạy hơi chán .",1,1,1,2
"giáo viên vui tính , tích cực .phòng học cần sạch sẽ hơn , bàn ghế rất bụi , máy chiếu tất nhiên nói nhìn được thì vẫn nhìn được nhưng như thế là vẫn mờ , cần sáng hơn , cho các bạn ngồi phía dưới thấy nữa .tăng cường những tiết làm bài tập và phân tích về thực tiễn hơn .thầy nhiệt nhiệt tình vui tính niềm nở với sinh viên .",3,1,1,3
"cô dạy nhiệt tình dễ hiểu .cô giảng bài dễ hiểu , vui tính , quan tâm sinh viên .nội dung thực hành và lý thuyết phải sát nhau .máy chiếu phòng wzjwz3 cần được sửa chữa hoặc thay mới để lớp có đủ điều kiện học .",3,1,1,1
"thêm tài liệu thực tế .có những ví dụ sinh động , dễ hiểu .mà chủ yếu tập trung vào phần quản lý thao tác đã được học trong môn hệ quản trị cơ sỡ dữ liệu trong khi đó theo đề cương môn học chỉ dạy một buổi , mà giảng viên dạy nhiều buổi .thấy giảng bài hơi nhanh .",3,1,1,3
"nên giảm thời gian tiết học môn anh văn , vì thời gian học một buổi dài sẽ ít hiệu quả .bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam .nhìn không rõ .em xin cám ơn .",3,1,1,2
"cô dạy rất rõ ràng , rành mạch , nhưng hơi thiên về lý thuyết .ít bài tập làm thêm cũng như không sửa bài tập giao trên moodle .không cần phải mở lớp thực hành với môn học này .cải thiện và nâng cao cơ sở vật chất .",1,1,1,3
"em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !giảng viên tận tình , giảng dạy hay , chất lượng .cần cải thiện chất lượng phòng học , máy chiếu .em không có ý kiến về vấn đề này .",3,1,1,2
"cô dạy nhiệt tình , mặc dù bài hơi khó hiểu .đôi chỗ khó hiểu .cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .giảng viên rất nhiệt tình ạ .",3,1,1,1
"phòng học quá nóng .cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .cô giảng bài dễ hiểu , nói chuyện rất truyền cảm .do học buổi trưa cả thầy và trò đều mệt .",3,1,1,1
"thầy giảng bài rất chi tiết , rất tận tâm !gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu .hy vọng ý kiến của em được xem xét !mong phòng thiết bị chuẩn bị tốt hơn .",3,1,1,1
"thầy vui tính , giảng bài dễ hiểu , chỉ dẫn tận tình .đôi khi giảng hơi nhanh !đi thực tập , đến công ty kaydotvn để làm việc và học .đa số thời gian trên lớp thầy không đi vào nội dung bài học mà thường xuyên nói những vấn đề không liên quan và cần thiết đến bài học .",3,3,1,2
em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .khả năng truyền đạt không được hiệu quả .chất lượng phòng máy kém .thầy cần sử dụng micro khi giảng bài vì lớp khá đông !,1,1,1,1
"tuyệt vời là tính từ để mô tả môn học này .thầy dạy kỹ , tận tâm , vui tính .nên có sự so sánh phản hồi về phương pháp lập trình của sinh viên .bổ xung trang thiết bị thực hành thực tiễn cho môn này , không chỉ đơn thuần là thực hành trên máy tính không .",3,3,1,1
"các bài tập thực hành vận dụng được kiến thức đã học trên lớp .thầy dạy nhiệt tình , cho code mẫu cho các bạn tham khảo .micro hay bị hú và rè .nếu thầy đã không đảm bảo giờ lên lớp , thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng , hướng dẫn rõ sinh viên biết mình phải học gì .",3,1,1,1
"chương trình nên sát với nhu cầu thực tế , mang tính hiệu quả , không đem những cái framework cũ biện hộ là nền tảng để học trong khi thế giới đang dần loại bỏ gần như toàn bộ bạn bè mà em biết đều không hiểu đang học cái gì và học làm chi , không có hứng để học tập như môn oop hay trí tuệ nhân tạo , tụi em học chỉ để đối phó và gần như không đối phó nổi .giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , phát âm tốt .thầy giải đáp các thắc mắc rất tường tận !em không hiểu và thầy giải thích em cũng không hiểu thầy đang nói gì .",3,1,2,1
"thêm nhiều bài tập về nhà hơn .các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .biết thêm nhiều thông tin bổ ích .điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp .",3,1,1,3
"cách truyền đạt tốt , dễ hiểu , nhiệt tình .chỉ cần tổ chức các cuộc thi học thuật , trường phải nhúng tay vào , kêu tài trợ nhiều lên , giải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .rất không hài lòng .phương pháp dạy hợp lý và dễ hiểu .",1,1,1,1
nhà trường cần trang bị máy chiếu tốt hơn được không ạ .giải bài tập hơi khó hiểu nhưng có lặp lại .oop khá phức tạp nên cần nhiều ví dụ .chỉ tại em thiếu từ vựng anh văn .,1,1,1,2
"giải đáp thắc mắc có vẻ sai .cung cấp ít từ mới .hoạt động tổ chức thuyết trình .có vài máy hư trong phòng thực hành , cần khắc phục lại .",1,1,1,2
"giảng dạy tận tâm , nhiệt tình .thời gian hướng dẫn thực hành với môn học quá ít .dạy kết hợp với các hoạt động liên quan đến bài học để sinh viên dễ dàng nắm và nhớ kiến thức hơn .cần tăng cường chất lượng phòng máy .",3,1,1,2
"phòng máy quá cũ , internet không có , nhỏ , máy cấu hình quá yếu .giờ học vui vẻ , sôi nổi .phân phối bài tập hợp lý .biết được một số kỹ năng .",3,3,1,3
"thầy đi dạy không đúng giờ , toàn bắt sinh viên chờ từ 30 phút đến 1 tiếng .cô nói hơi nhanh .nên đưa ra các vấn đề thường gặp .đề nghị trường triển khai hệ thống user để quản lý tốc độ cũng như sinh viên nào đang tải phim , soft , vdotv .",1,1,1,1
"thầy tận tụy , hết mình vì sinh viên .điểm danh đúng giờ .đầy đủ chi tiết .phòng thực hành nên nâng cấp máy tính .",3,3,1,3
thầy dạy rất vui rất kỹ .giảng viên giảng bài chậm lại một chút .cần phòng học và thiết bị tốt hơn .tích cực .,3,1,1,3
cần có nhiều thời gian hơn cho việc hướng dẫn bài tập trên lớp .cung cấp bài giảng tốt .nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .cải thiện trang thiết bị .,3,3,1,1
"chưa tìm ra .nên sử dụng tài liệu bằng tiếng việt .giảng viên ôn tập tập trung nhiều vào một chủ đề mà qua nhiều chủ đề khác .phòng học , bàn ghế còn bẩn và nhiều bụi bặm .",1,1,1,2
"cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ , ví dụ bài học sinh động , sâu sắc .cô không hiểu rõ được tâm lý sinh viên công nghệ thông tin nên khi nào cô cũng áp đặt là bọn em phải chăm chỉ học hành .like ( y ) .",1,1,1,3
"giảng dạy nhiệt tình dễ hiểu , tận tâm với sinh viên .cần cho thêm nhiều tài liệu , bài tập để sinh viên tự nghiên cứu .tận tâm , vui tính trong giờ giảng dạy giúp giải tỏa căng thẳng .sinh viên ít được thực hành trên thiết bị mạng thật , mong nhà trường tạo điều kiện hơn cho sinh viên được thực hành .",3,2,1,1
"dạy bài tập kỹ .tận tâm nhiệt huyết .em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn .có sự phối hợp chặt chẽ giữa giáo viên lý thuyết và thực hành .",3,1,1,1
"chúc cô giữ mãi nhiệt huyết giảng dạy này để truyền cảm hứng đến nhiều học sinh ngán đến trường như em .giảng viên giảng bài khó nghe , ít tương tác .không thực tế .nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .",3,3,1,1
"thầy wzjwz63 đưa ra những đề tài rất hay .bài tập cần đa dạng hơn .cách dạy còn hơi gây áp lực cho sinh viên khi học , ít bài tập quá !cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .",3,1,1,2
"nếu xét về mặt ý nghĩa thì đúng , nhưng heapsort là một phương pháp khó và hoàn toàn mới , trong khi tất cả các lớp khác giảng viên hướng dẫn nhiệt tình mà còn có nhiều sinh viên không hiểu , ở đây thầy lạ khẳng định không thi mà nói câu đó nữa thì sinh viên sau phục được !môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .quá thoải mái cho sinh viên .cần có một phòng máy tốt hơn , hiện đại hơn .",3,1,1,1
"giảng dạy nhiệt tình , thường xuyên giúp đỡ sinh viên .cô dạy rất có tâm , và tận tụy với sinh viên .em rất cảm ơn cô ạ !nên  tăng hiệu suất máy tính .",3,1,1,3
"thầy giảng dạy rất tận tâm .em sẽ nợ môn này , nhưng em sẽ học lại ở các học kỳ kế tiếp .bài tập hợp lý sát bài học , dễ hiểu .theo em thì nên thi phòng máy nào có visual 2013 trở lên .",3,3,1,2
"cập những những kiến thức mới ở ngoài vào giảng dạy .hòa đồng , vui tính , nhiệt tình .đề nghị nhà trường nên đầu tư thêm cho phòng máy và cập nhật các phần mềm phục vụ cho học tập .ôm đồm quá nhiều kỳ vọng .",1,3,1,1
"thầy không dạy gì khi đến lớp .thay vì đầu tư vào phòng máy , nhà trường nên nâng cấp hệ thống wifi để sinh viên có thể truy cập wifi tốt cho dù có phải ngồi trong phòng học phòng bình thường , không phải phòng máy .còn mốt số ý thầy truyền đạt vẫn còn chưa tốt .phòng thực hành nóng .",1,2,1,1
"giảng viên không chuẩn bị bài giảng trước khi đến lớp , nói qua loa .cho thêm bài tập về nhà , tốc độ giảng giải của thầy cần chậm hơn .đề nghị có câu trả lời cụ thể khi sinh viên hỏi bài .hỏi cũng không nhận được câu trả lời chính xác để học .",1,1,1,1
"các nội dung trong tài liệu môn học chưa đầy đủ và chi tiết , chưa đi sâu vào bản chất của vấn đề , đặc biệt là phần xml và hướng đối tượng .thầy wzjwz239 nói chuyện cọc lốc , không hiểu vấn đề gì hỏi thầy thì thầy lại như quát vào mặt , tạt nước lạnh , … nói chuyện xưng hô mày - tao ( có lúc thì xưng tớ - cậu nhưng lời nói đầy ẩn ý ) , hay nói móc và tìm cách bắt bẻ sinh viên .lý do doubledot tới ngày thi ngồi ngay 2 máy hư .chất lượng kiến thức được giáo viên truyền đạt hay .",1,1,1,3
"giờ thực hành được tăng cường nhiều hơn nữa .mong thầy có thể làm slide kỹ lưỡng và dễ hiểu hơn .vui vẻ , thân thiện , nhiệt tình .em nghĩ là cơ sở vật chất của trường còn yếu kém , máy chiếu rất mờ , rất ít khi nhìn rõ được chữ trên slide bài giảng .",1,1,1,3
thầy giảng rất dễ hiểu và dễ tiếp thu bài .không có buổi học bù nào .tích cực hỗ trợ sinh viên .không có gì để phàn nàn .,3,1,1,2
"thầy dạy rất hay , dễ hiểu , tận tâm .thà sinh viên ở nhà tự thực hành vui hơn .ida pro 64-bit hoàn toàn có thể phân tích các file thực thi 32-bit nhưng các thanh ghi phức tạp hơn nhiều thay cho ida pro 64-bit không phân tích được cái file thực thi 32-bit colonsmile .cần nâng cấp dụng cụ học tập, micro , loa , máy chiếu .",3,1,1,1
"thầy dạy rất hay nhưng lại hay nghỉ , có một số buổi thầy nghỉ nhưng không báo làm sinh viên đến lớp .và não của con người không thích sự dễ dàng , nếu chỉ xử lý sự dễ dàng thì não khó có thể phát triển đến khả năng của nó .em nghĩ chỉ cần thi là đủ , chứ em đi học mấy lần , mà thấy thầy có dạy gì đâu .môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .",1,1,1,2
"thầy là giảng viên đầu tiên mà em đánh giá điểm 4 ở gần như tất cả các mục .còn khắt khe điểm quá , cho kiểm tra quá nhiều .luyện kỹ năng nghe và đọc nhiều hơn .nghe kể chuyện hay nhiều trong khi học .",3,1,1,3
"có đôi chỗ cô hơi khó .thân thiện , có kinh nghiệm .sự nhiệt tình và tâm huyết .ân cần giải đáp thác mắc của sinh viên .",1,1,1,3
cô giáo nhiệt tình trong lúc dạy .hơi nhanh nhưng em vẫn theo kịp được .tăng thời gian thực hành .trên đây là ý kiến về các vấn đề em nhận ra sau khi học .,3,1,1,2
"nội dung môn học khá nhiều .giảng viên tận tâm , nhiệt tình , có nhiều bài tập hay .cô đến lớp đúng giờ và dạy dễ hiểu .đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",3,1,1,3
giảng viên nhiệt tình giúp đỡ sinh viên trong học tập .tổ chức các trò chơi để vận dụng các kiến thức vừa học .sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .cập nhật nhiều kiến thức mới .,3,3,1,2
"vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .bài tập trên lớp làm quá nhanh , có thể không theo kịp .cần có thiết bị và phòng học tốt hơn .khiến sinh viên bị thụ động .",1,1,1,1
nhiều tiết học thú vị .tài liệu cho môn học còn hạn chế .không dám ý kiến .theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả .,3,1,1,2
"bám quá nhiều vào giáo trình , cần giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng .phòng lab thực hành đã quá cũ nát , nên cải tiến và xây dựng hệ thống phòng lab để sinh viên có thể thực hành các kỹ năng của môn học này .tránh trường hợp sử dụng phòng wzjwz136 vì phòng này rất nhỏ không đảm bảo để cho việc thực hành .chương trình thực hành quá cũ , nội dung cũ .",3,1,1,1
"tài liệu tham khảo đầy đủ .cô wzjwz242 là một giảng viên rất tâm huyết và có khả năng truyền đạt cực kỳ cao , cô luôn truyền cảm hứng , kích thích khả năng học tập của sinh viên .rất ok về mọi phần .phòng học số lượng sinh viên nhiều , nhưng chỉ có quạt trần , cần trang bị thêm máy lạnh .",3,3,1,3
"chưa có tài liệu học tập cho sinh viên .cần thêm thiết bị để làm các bài tập thực hành về ảo hóa , quản trị .em phải nói thật thầy dạy hơi buồn ngủ .thầy hiền , giảng bài tương đối dễ hiểu .",1,1,1,3
thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác .em hoàn toàn không hài lòng về cách giảng dạy của thầy cả .lớp học quá đông nên rất nóng .phòng học thiếu quạt máy chiếu mờ em xin cám ơn .,3,2,1,1
"đôi khi cô giảng hơi nhanh .cô dạy nhiệt tình , tận tâm .em rất hài lòng về phương pháp , cách giảng dạy cũng như cách thầy tiếp xúc với sinh viên .không có ổ cắm điện .",3,1,1,1
"giáo viên rất thân thiện .không có ý kiến gì thêm .môn học rất bổ ích , tuy là lý thuyết rất nhiều , nhưng trong những chương giảng dạy cũng nên có một vài bài tập đơn giảng để vận dụng bài tập vào thực tiễn và thông qua bài tập đó có thể rút ra kinh nghiệm làm việc .thầy khá tận tình .",3,1,1,2
nhiều lúc nhìn thầy hơi dữ t_t .cung cấp tài liệu tự học nhiều hơn .mong phòng phòng thanh tra - pháp chế - đbcl có biện pháp xử lý .nghỉ giờ lên lớp quá nhiều .,1,1,1,1
"lớp học trầm .cô giảng rất hay , rất nhiệt tình khi giảng dạy , rất vui tính .các nội dung kiến thức khó trong slides bài giảng được thầy trình bày hay , hết sức dễ hiểu và dễ tiếp thu .khi lên lớp thầy chỉ đọc slide từ đầu tới cuối và thầy bảo tụi em chép vào .",3,3,1,1
"giảng viên truyền đạt bài rất dễ tiếp thu .nhiều khi em lên lớp học môn đặc tả hình thức giống như lên lớp học mà không biết mình học cái gì .làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ .phòng học buổi trưa rất nóng , có thể trang bị thêm quạt thì tốt hơn .",3,1,1,1
"thực hành nghỉ quá nhiều buổi , giáo viên không nhiệt tình trong việc hướng dẫn ( chỉ đưa bài lab rồi thôi ) , không có sự tương tác trong lớp học với giáo viên dẫn đến lớp nặng nề , tốn thời gian .nên cập nhật kiến thức thực tiễn .em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !máy chiếu phòng học rất rất rất tệ !",1,1,1,3
"tận tậm , nhiệt tình , cuốn hút người học .cho chép bài quá nhiều .tiến độ dạy hơi nhanh .tạo nhiều hứng thú trong học tập .",3,1,2,1
"thầy cho nhiều bài tập ok .sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .hiếm có môn học nào mà hình thức kiểm tra bao gồm cả việc thi giữa kỳ , cuối kỳ , thực hành lẫn làm đồ án môn học .cần cải thiện chương trình dạy học .",3,2,1,3
"cô còn cho một thời gian để gặp học sinh .cần phải cân bằng kiến thức giữa lý thuyết và thực hành , phần thực hành luôn đi trước lý thuyết , sinh viên không biết phải làm bài thực hành như thế nào , giảng viên thực hành không hướng dẫn cụ thể cho sinh viên làm bài , chỉ đưa lab rồi bắt sinh viên tự làm .thầy dạy rất hay , thú vị .kể chuyện .",3,1,1,2
"giảng viên chưa giải thích rõ nội dung của bài và cách tiến hành mặc dù nội dung phần lý thuyết đó sinh viên chưa học tới hoặc có giảng nhưng còn rất mơ hồ .nói rõ nội dung môn học , mục tiêu .bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .nâng cấp máy tính .",1,1,2,1
"thầy dạy dễ hiểu , cho bài tập nhiều .cách này không phù hợp với môn học .phòng wzjwz325 thiết bị âm thanh hay xảy ra trục trặc làm gián đoạn buổi học .rất thực tiễn .",1,1,1,3
"thầy dạy nhiệt tình , cám ơn thầy .sáng tạo .điểm danh , làm bài kiểm tra thường xuyên trong các buổi học .theo em nghĩ nên sửa lại hoặc thay mới dàn máy tính cũ và dễ bị lỗi đi .",3,2,1,3
"giảng viên dạy có tâm , phương pháp dạy hay .trao dồi thêm về kỹ năng speaking và listening .thầy giảng dạy nhiệt tình truyền đạt nhiều kinh nghiệm cho sinh viên và phương pháp giảng dạy hiệu quả .tinh thần , kiến thức .",3,1,1,2
"sử dụng hiệu quả thời gian lên lớp .phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học .tiếp cận được phương pháp học tiếng anh hoàn toàn mới so với lúc còn học cấp 2 , 3 .giảng viên rất nhiệt tình và vui vẻ .",3,3,1,1
"deadline quá nhiều và khoảng cách giữa các bài deadline quá gần .thầy truyền cảm hứng học cho các em cũng như sự chân thành truyền đạt của thầy thật quý báu .điều em không hài lòng nhất đó là đôi lúc thầy dạy khó hiểu .phòng thực hành thì máy bị treo , bị hư hoài , dây mạng thì cắm lúc nhận lúc không .",3,1,1,3
cách dạy của giảng viên .có nhiều ví dụ và giải thích rõ hơn .một số máy chiếu tại số phòng anh văn hơi mờ .cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .,2,1,1,2
"thầy giảng khó hiểu , phương pháp giảng dạy cũ kỹ .thời gian thực hành ít .cô dạy nhiệt tình , vui tính .phòng thực hành quá bé , bụi bặm , quạt không quay , đề nghị phòng đào tạo chia ca thực hành nếu không sẽ không đủ chỗ ngồi .",1,1,1,3
"cô rất có tâm , tạo điều kiện cho sinh viên tham khảo .mong phòng đào tạo trong tương lai sắp xếp cho thầy wzjwz128 dạy lớp em bất cứ môn nào thầy có thể .đó là giáo trình và tài liệu .phòng máy không sử dụng được .",3,1,1,2
"có tâm huyết .em không có ý kiến về mục này ạ .cập nhật kiến thứ trong các slide , những phương pháp mới .nó có nghĩa là ở phòng thực hành mạng có thể áp dung cho một hay hai phòng đều nên có giáo viên trực .",3,1,1,2
"học được nhiều điều mới không nằm trong sách vở .ít dự án , bài tập liên quan đến thực tế .phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .học hết môn mà chẳng biết cái gì .",3,1,1,1
"thầy nhiệt tình , quan tâm tới sinh viên .tránh lãng phí thời gian làm bài cũng như học tập .máy chiếu phòng wzjwz104 rất hay tắt , mở được một lúc là nóng quá rồi tắt , không sử dụng được nữa .nghỉ dạy rồi còn ý kiến gì nữa hả .",3,1,1,1
